name,description,paralog
treR~~~treR_1~~~treR_2,trehalose operon repressorTrehalose operon transcriptional repressorDNA-binding transcriptional repressor MngRTranscriptional regulatorstrehalose operon repressorBacterial regulatory proteins gntR family,1
pspA~~~pspC2~~~lytA_1~~~lytA_4~~~lytB_2~~~pspA_2~~~cbpA_1~~~cbpA~~~lytA_5~~~bag~~~cbpA_2~~~pspA_1~~~lytB_1~~~lytA_8~~~lytA_6~~~lytB_4~~~lytB_5,Pneumococcal surface protein AAutolysinBeta- N-acetylglucosaminidaseglucan-binding repeatPutative cell wall binding repeat,0
transposase_C~~~transposase_C_1,transposaseTransposase and inactivated derivatives,1
group_314,bacteriocinbacteriocin lactococcin 972 familyBacteriocin (Lactococcin_972),1
group_4212,glutamate racemase COG0796Glutamate racemaseglutamate racemaseXanthosine triphosphate pyrophosphataseglutamate racemaseAsp/Glu/Hydantoin racemase,1
mtaD~~~hhaIM~~~trzA~~~mtaD_1~~~mtaD_2,putative DNA methylaseModification methylase HhaIDNA cytosine methylaseDNA (cytosine-5-)-methyltransferaseC-5 cytosine-specific DNA methylase,1
phtD_1~~~phtD~~~~~~phtA~~~phpA~~~ksgA_1~~~ptsI_2~~~phpA_1~~~phpA_2~~~phtD_2~~~phtD_3,dimethyladenosine transferaseRibosomal RNA small subunit methyltransferase A16S ribosomal RNA methyltransferase KsgA/Dim1 family proteinDimethyladenosine transferase (rRNA methylation)dimethyladenosine transferaseRibosomal RNA adenine dimethylase,0
group_3332,hypothetical protein,0
tlyC_2~~~tlyC~~~tlyC_1,CBS domain membrane proteinhypothetical proteinmagnesium/cobalt efflux protein CorCPutative Mg2+ and Co2+ transporter CorBgliding motility-associated protein GldEDomain of unknown function DUF21,1
group_4633,IS1198 transposaseTransposase DDE domain,1
gmuC_2~~~gmuC_4~~~gmuC_3,PTS system system cellobiose-specific transporter subunit IICPTS system oligo-beta-mannoside-specific EIIC componentcellobiose phosphotransferase system IIC componentPhosphotransferase system cellobiose-specific component IICPTS system cellobiose-specific IIC componentPhosphotransferase system EIIC,1
ebh_2~~~~~~adh_2~~~adhA_1~~~IS861truncation_2~~~IS861truncation~~~IS861truncation_1~~~IS861truncation_3,degenerate transposase (Orf1),1
cbpA_1~~~tsf_1~~~tsf_3,transposase ISSmi4Transposase and inactivated derivativesIS66 Orf2 like protein,1
transposase_A~~~wzg_1~~~wzg~~~phtD~~~phtA~~~phtD_3~~~phpA_1~~~phpA~~~phtD_2~~~phtD_1,pneumococcal histidine triad protein D truncationstreptococcal histidine triad proteinStreptococcal histidine triad protein,0
group_1132,degenerate transposaseTransposase IS116/IS110/IS902 family,1
deaD~~~cshA_2~~~cshA_1~~~~~~cshA_3,DEAD/DEAH box helicaseProbable DEAD-box ATP-dependent RNA helicase SA1885ATP-dependent RNA helicase SrmBCarbonic anhydraseATP-dependent DNA helicase RecQHelicase conserved C-terminal domain,1
lytA_3~~~pspA~~~~~~pspC~~~lytA_6~~~lytB_1~~~lytA_2~~~lytA_1~~~pspA_2~~~lytA_7~~~pspC_2~~~lytB_3~~~pspA_1~~~lytA_8~~~lytA_5,surface protein AAutolysinPutative cell wall binding repeat,1
epsG,Cps6bQLPS biosynthesis proteinLicD family,0
group_1598,membrane protein,1
lytB_2~~~~~~cbpA~~~lytA_8~~~pspA~~~lytA_1~~~lytB_1~~~lytA_3~~~lytA_5~~~lytA_2~~~lytA_4~~~lytA_6~~~lytB_3~~~pspC2~~~lytB_4~~~bag~~~cbpA_1~~~lytB_5~~~pspC~~~cbpA_2~~~pspA_1~~~toxA~~~cbp2_2~~~toxB~~~pspC_1~~~pspA_2~~~lytB_6~~~bag_1~~~lytA_7,choline-binding surface protein AAutolysingram-positive signal peptide YSIRK familyRICH domain,1
group_1852,replication protein,1
group_1608,bacteriophage transcriptional activatorphage transcriptional regulator RinA family,0
ebh_2~~~ebh_1~~~ebh~~~~~~ebh_3,surface anchored proteinECM-binding protein homolog,0
group_1583,hypothetical protein,1
ruvA~~~ruvA_1,holiday junction DNA helicase RuvA,1
ykoC,cobalt transport proteinPutative HMP/thiamine permease protein YkoCABC-type cobalt transport system permease component CbiQ and related transportersCobalt transport protein,1
group_4954,hypothetical protein,0
group_3830,prophage maintenance system killer protein,0
nanA_4~~~nanA_2~~~~~~nanA_3~~~hlyB_1~~~nanA_1~~~bglK_3,N-acetylneuraminate lyaseN-acetylneuraminate lyaseN-acetylneuraminate lyasePredicted integral membrane proteinN-acetylneuraminate lyaseDihydrodipicolinate synthetase family,1
group_2004,CsbD-like proteinCsbD-like,1
dnaI~~~dnaI_2~~~dnaI_1,primosomal protein DnaIPrimosomal protein DnaIprimosomal protein DnaIDNA replication proteinchromosomal replication initiator protein DnaAPrimosomal protein DnaI N-terminus,1
group_4603,holliday junction resolvaseHolliday junction resolvaseEndodeoxyribonuclease RusA,1
group_1114,prophage LambdaSa04 tail protein,0
group_4809,surface anchored proteinECM-binding protein homologhyperosmolarity resistance protein EbhRib/alpha-like repeat,0
group_2396,degenerate transposaseTransposase and inactivated derivativesTransposase,1
group_4990,Plasmid pRiA4b ORF-3-like protein,1
gatC_3,PTS system galactose-specific transporter subunit IIBPhosphotransferase system galactitol-specific IIB componentPTS system Lactose/Cellobiose specific IIB subunit,1
group_4959,ABC transporter membrane protein,0
group_2695,transposase-like protein IS1167Transposase and inactivated derivatives,1
fabF,3-oxoacyl-(acyl carrier protein) synthase II3-oxoacyl-[acyl-carrier-protein] synthase 23-oxoacyl-(acyl carrier protein) synthase IIEnoyl reductase domain of yeast-type FAS1beta-ketoacyl-acyl-carrier-protein synthase IIBeta-ketoacyl synthase N-terminal domain,0
group_4507,phage proteinProtein of unknwon function (DUF3310),1
ruvA~~~ruvA_1,holiday junction DNA helicase RuvAHolliday junction ATP-dependent DNA helicase RuvAHolliday junction DNA helicase RuvAHolliday junction DNA helicase RuvARuvA N terminal domain,1
metQ,ABC transporter substrate-binding lipoproteinNLPA lipoprotein,1
cppA~~~cppA_2,cppA protein,0
group_2085,competence protein ComGCCompetence protein ComGCtype II secretion system protein G,1
group_1924,IS66 family Orf1,1
group_3003,hypothetical protein,0
group_112,VanZ family protein,1
group_2252,bacteriocin immunity proteinUncharacterized protein conserved in bacteriabacteriocin-associated integral membrane protein,1
repA_1~~~repA~~~repA_3~~~repA_2,replication initiator protein A N-terminusReplication initiator protein A (RepA) N-terminus,1
pyk,pyruvate kinasePyruvate kinasepyruvate kinasepyruvate kinasePyruvate kinase alpha/beta domain,0
mlc_1,ROK family protein putativeMaking large colonies proteinD-allose kinaseROK family protein (putative glucokinase)ROK family,1
group_775,phage proteinPredicted P-loop ATPase and inactivated derivativesVirulence-associated protein E,0
yqfA,hlyIII superfamily proteinhypothetical proteinhemolysinPredicted membrane protein hemolysin III homologchannel protein hemolysin III familyHaemolysin-III related,0
catE~~~catE_1~~~catE_2,glyoxalase family proteinCatechol-23-dioxygenaseGlyoxalase/Bleomycin resistance protein/Dioxygenase superfamily,1
asnA,aspartate-ammonia ligaseAspartate--ammonia ligaseasparagine synthetase AsnAaspartate--ammonia ligaseAspartate-ammonia ligase,1
fbpA~~~potD_1,extracellular solute-binding protein (pseudogene)hypothetical protein2-aminoethylphosphonate ABC transporter substrate-binding proteinABC-type thiamine transport system periplasmic componentputative 2-aminoethylphosphonate ABC transporter periplasmic 2-aminoethylphosphonate-binding proteinBacterial extracellular solute-binding protein,1
group_4882,transcriptional regulatorAntitoxin PezAUncharacterized protein conserved in bacteriaABC-2 family transporter protein,1
lolD_2,ABC transporter ATP-binding proteinLipoprotein-releasing system ATP-binding protein LolDDL-methionine transporter ATP-binding subunitPredicted ABC-type transport system involved in lysophospholipase L1 biosynthesis ATPase componentABC exporter ATP-binding subunit DevA familyABC transporter,0
irtB~~~msbA_4~~~lolD~~~msbA_3~~~lmrA_2,drug efflux ABC transporter ATP-binding/permease proteinIron import ATP-binding/permease protein IrtBcysteine/glutathione ABC transporter membrane/ATP-binding componentABC-type bacteriocin/lantibiotic exporters contain an N-terminal double-glycine peptidase domainthiol reductant ABC exporter CydD subunitABC transporter,1
group_3346,phage protein,0
gatC_2~~~gatC_3~~~gatC_4~~~~~~gatC_1,PTS system IIC component GatCgalactitol-specific IIC component,1
gspA_2~~~hyaD_4~~~hyaD_2~~~hyaD_1~~~hyaD_3~~~gspA_4~~~~~~gspA_3,glycosyl transferase family proteinaccessory Sec system glycosyltransferase GtfB,0
tra,IS1562 transposaseTransposase domain (DUF772),1
lytA_1~~~cbpD~~~lytA_6~~~ssaA2~~~lytA_5~~~lytA_2~~~lytA_4~~~sle1~~~lytA_3~~~lytA_7,choline binding protein DAutolysinN-acetylmuramoyl-L-alanine amidaseBacterial SH3 domain,0
group_1459,degenerate transposaseTransposase,1
group_2275,mobilisation proteinBacterial mobilisation protein (MobC),1
group_746,DDE transposase,0
licR_2~~~~~~licR_3~~~licR_4~~~licR_1,transcriptional regulatorHTH domain,0
group_1511,TetR family transcriptional regulatorprobable dihydroxyacetone kinase regulatorBacterial regulatory proteins tetR family,1
pezT_2~~~pezT~~~pezT_1~~~~~~pezT_4~~~pezT_6~~~pezT_3~~~pezA_1~~~pezA_4~~~pezT_5,Tn5253 hypothetical proteinUDP-N-acetylglucosamine kinaseZeta toxin,1
transposase_C~~~transposase_C_2~~~transposase_C_1,transposase,1
nanM,N-acetylneuraminate epimerase precursorN-acetylneuraminic acid mutarotasecyclically-permuted mutarotase family protein,0
group_3775,hypothetical protein,0
group_2116,Rhodanese-domain-containing proteinputative rhodanese-related sulfurtransferaseUncharacterized conserved proteinProtein of unknown function (DUF3650),1
hlyB_1~~~hlyB~~~lagD_2~~~~~~nanA_4~~~nanA_3~~~nanA_1~~~nanA_2~~~nanA_5~~~hlyB_4~~~hlyB_2~~~lagD_3~~~lagD_1,N-acetylneuraminate lyaseN-acetylneuraminate lyaseN-acetylneuraminate lyaseN-acetylneuraminate lyaseDihydrodipicolinate synthetase family,1
group_4595,hypothetical protein,1
group_3393,membrane proteinProtein of unknown function (DUF2812),0
group_139,membrane protein,0
group_49,cof family proteinPutative bifunctional phosphatase/peptidyl-prolyl cis-trans isomerasesugar phosphate phosphataseUncharacterized protein conserved in bacteriaCof-like hydrolasehaloacid dehalogenase-like hydrolase,1
group_2336,phage protein,1
group_549,jag proteinPredicted RNA-binding protein (contains KH domain)R3H domain,1
group_3646,hypothetical protein,0
group_5001,RimM protein required for 16S rRNA processing16S rRNA-processing protein RimM16S rRNA processing protein RimMRimM N-terminal domain,0
group_2013,putative uncharacterized conserved secreted proteinPredicted membrane protein (DUF2154),0
lytA_5~~~dinF_1~~~dinF_2~~~dinF,damage inducible DinF proteinMatE,1
group_526,competence-induced protein Ccs50,1
leuS_1~~~leuS~~~leuS_2,leucyl-tRNA synthetaseLeucine--tRNA ligaseleucyl-tRNA synthetaseLeucyl-tRNA synthetaseleucine--tRNA ligasetRNA synthetases class I (M),1
hsdS_1~~~atpF_1~~~purR_1~~~~~~hsdS~~~ccpA_3~~~hsdS_3~~~hsdS_2~~~glnA_2~~~glnA_1,type I restriction-modification system M proteinProbable type I restriction enzyme BthVORF4518P M proteinEcoKI restriction-modification system protein HsdSType I restriction-modification system methyltransferase subunittype I restriction-modification system M subunitN-6 DNA Methylase,1
gor_1~~~gldA_1,IS1239 transposaseTransposase and inactivated derivatives IS30 family,0
deoD_2~~~deoD_1~~~deoD,purine nucleoside phosphorylasePurine nucleoside phosphorylase deoD-typepurine nucleoside phosphorylasepurine nucleoside phosphorylasePhosphorylase superfamily,0
serB~~~serB_1~~~serB_2,putative hydrolase (pseudogene)Phosphoserine phosphatasephosphoserine phosphataseACT domain-containing proteinphosphoserine phosphatase SerBhaloacid dehalogenase-like hydrolase,0
pepV~~~pepV_1,peptidase M20 superfamilyBeta-Ala-Xaa dipeptidasedipeptidase PepVdipeptidase PepVPeptidase family M20/M25/M40,1
group_4358,phosphoribosylaminoimidazole carboxylase ATPase subunit,1
group_2035,transposase IS663-likeTransposase DDE domain,1
paiA_1~~~~~~paiA,acetyltransferase GNAT familyProtease synthase and sporulation negative regulatory protein PAI 1Predicted acetyltransferaseribosomal-protein-alanine acetyltransferaseAcetyltransferase (GNAT) family,1
pezT_2~~~~~~pezT_1~~~IntTn_2,integraseUDP-N-acetylglucosamine kinaseZeta toxin,0
group_2003,hypothetical protein,1
dnaJ,dnaJ protein Heat-shock protein (activation of DnaK)Chaperone protein DnaJchaperone protein DnaJPreprotein translocase subunit Sec63chaperone protein DnaJDnaJ C terminal domain,1
group_3011,transport proteinmajor facilitator superfamily transporterH+ Antiporter proteinMajor Facilitator Superfamily,0
group_1954,acetyltransferase gnat familyPredicted acetyltransferaseAcetyltransferase (GNAT) family,1
arlR,response regulatorResponse regulator ArlRDNA-binding response regulator CreBResponse regulator of citrate/malate metabolismphosphate regulon transcriptional regulatory protein PhoBTranscriptional regulatory protein C terminal,0
potD_2~~~potD,ABC transporter spermidine/putrescine-binding proteinSpermidine/putrescine-binding periplasmic protein precursorspermidine/putrescine ABC transporter periplasmic substrate-binding proteinABC-type thiamine transport system periplasmic componentputative 2-aminoethylphosphonate ABC transporter periplasmic 2-aminoethylphosphonate-binding proteinBacterial extracellular solute-binding protein,0
group_550,transporterhypothetical proteinLPPG:FO 2-phospho-L-lactate transferaseconserved hypothetical proteinUncharacterised protein family UPF0052,0
group_5012,transposaseputative Helix-turn-helix domain of transposase IS66,1
group_2380,IS1167 transposaseTransposase and inactivated derivativesTransposase,1
IS1381truncation_1~~~IS1381truncation_2,degenerate transposase (orf1),1
tenA_1~~~tenA_2~~~tenA_3,transcriptional activator TenA TENA/THI-4 family proteinThiaminase-2multifunctional hydroxymethylpyrimidine phosphokinase/4-amino-5-aminomethyl-2-methylpyrimidine hydrolaseTENA/THI-4/PQQC family,0
group_85,lipasePredicted lipaseProtein of unknown function (DUF2974),0
spxA_5~~~spxA_4~~~spxA_2~~~spxA_3,hypothetical protein,1
group_2549,bacteriophage Gp15 family proteinBacteriophage Gp15 protein,0
livH_1~~~livH~~~livH_2,branched-chain amino acid ABC transporter permeaseLIV-I protein Hbranched-chain amino acid transporter permease subunit LivHBranched-chain amino acid ABC-type transport system permease componentsurea ABC transporter permease protein UrtBBranched-chain amino acid transport system / permease component,1
hpaIIM_3~~~hpaIIM_2~~~spxA_2~~~spxA_5~~~spxA_3~~~spxA_4,Tn5253 CAAX amino terminal protease familyModification methylase HpaIIDNA cytosine methylaseDNA (cytosine-5-)-methyltransferaseC-5 cytosine-specific DNA methylase,1
phoP_1~~~~~~phoP_2~~~phoP,CheY-like receiver/winged-helix DNA-binding domain-containing response regulator,1
group_4640,hypothetical protein,1
msrAB~~~msrAB_1,type I restriction-modification system S subunitType I restriction modification DNA specificity domain,1
gapN_2,transposase-like protein IS1167Transposase and inactivated derivatives,1
group_560,competence protein ComGCCompetence protein ComGC,1
group_1486,secreted protein,1
spxA_4~~~spxA_3,ArsC family proteinRegulatory protein spxtranscriptional regulator SpxArsenate reductase and related proteins glutaredoxin familytranscriptional regulator Spx/MgsR familyArsC family,0
lacG_1,cobalt ABC transporter domain-containing protein6-phospho-beta-galactosidase6-phospho-beta-galactosidaseABC-type cobalt transport system permease component CbiQ and related transporters6-phospho-beta-galactosidaseGlycosyl hydrolase family 1,0
leuD~~~leuD_2~~~leuD_1,isopropylmalate isomerase small subunit3-isopropylmalate dehydratase small subunithypothetical protein3-isopropylmalate dehydratase small subunitAconitase C-terminal domain,1
group_4994,ATP synthase F0 subunit AF-ATPase subunit 6F0F1 ATP synthase subunit AATP synthase F0 A subunitATP synthase A chain,1
group_3765,hypothetical protein,0
group_3532,membrane proteinIntegral membrane protein DUF95,1
nanA_3~~~nanA_2~~~nanA_1~~~nanA_4,degenerate transposase,1
group_2603,hypothetical protein,0
group_3616,phage proteinphage conserved hypothetical proteinYopX protein,0
group_3959,IS3-Spn1 transposase,0
hsdR_1~~~hsdR_2~~~hsdR_3~~~hsdR,type I restriction-modification system R subunitType-1 restriction enzyme R proteintype I restriction enzyme EcoKI subunit RPredicted HKD family nucleasetype I site-specific deoxyribonuclease HsdR familyDomain of unknown function (DUF3559),1
vexp1_1~~~~~~ltrA_2~~~ltrA~~~ltrA_1,Group II intron maturaseGroup II intron-encoded protein ltrARetron-type reverse transcriptaseReverse transcriptase (RNA-dependent DNA polymerase),1
group_2623,conjugative transposon protein,0
glyQ_1,glycyl-tRNA synthetase alpha subunitGlycine--tRNA ligase alpha subunitglycyl-tRNA synthetase subunit alphaglycine--tRNA ligase alpha subunitGlycyl-tRNA synthetase alpha subunit,0
lmrA_2~~~lmrA~~~~~~ABCMSPtruncation~~~bmrA_2~~~bmrA~~~lmrA_1~~~bmrA_1,ABC transporterMultidrug resistance ABC transporter ATP-binding/permease protein BmrAABC transporter permease/ATP-binding protein,0
group_2129,PTS system IIB componentPTS system ascorbate-specific transporter subunits IICBPhosphotransferase system galactitol-specific IIB componentPTS system Lactose/Cellobiose specific IIB subunit,1
group_3472,ABC transporter ATP-binding protein/permeaseProbable multidrug resistance ABC transporter ATP-binding/permease protein YheIputative multidrug transporter membrane\ATP-binding componentsABC-type bacteriocin/lantibiotic exporters contain an N-terminal double-glycine peptidase domaintype I secretion system ATPaseABC transporter,0
